festival_kr,festival,place,place_en,begin_date,end_date,contents,contents_en,organizer,organizer_en,host,host_en,sponsor,sponsor_en,phone,website,additional,address,address_old_style,latitude,longitude,updated,data_organization_code,data_organization,data_organization_en,address_en,address_old_en
제10회 느티마을 한마당 축제,The 10th Neuti Village Festival,화양동 느티나무 공원 및 구 화양초등학교 운동장,Hwayang-dong Zelkova Park and former Hwayang Elementary School playground,2023-09-23,2023-09-23,느티나무 기원제+ 주민화합한마당+ 화양 힐링 한마당+ 주민자치프로그램 발표 등,"Zelkova prayer ceremony + Resident Harmony Festival + Hwayang Healing Festival + Announcement of resident autonomy program, etc.",화양동 문화행사위원회,Hwayang-dong Cultural Event Committee,화양동 문화행사위원회,Hwayang-dong Cultural Event Committee,서울특별시 광진구,"Gwangjin-gu, Seoul",02-450-1845,,,서울특별시 광진구 군자로 9(화양동),서울특별시 광진구 화양동 12-2+서울특별시 광진구 화양동 110-62,,,2024-01-29,3040000,서울특별시 광진구,"Gwangjin-gu, Seoul","9, Gunja-ro, Gwangjin-gu, Seoul (Hwayang-dong)","12-2 Hwayang-dong, Gwangjin-gu, Seoul + 110-62 Hwayang-dong, Gwangjin-gu, Seoul"
춘천낭만여행 - 풍물장 새봄맞이 신명굿,Chuncheon Romantic Trip - Pungmuljang New Spring Sinmyeong-gut,풍물시장 상설무대,Pungmul Market permanent stage,2020-05-17,2020-07-12,풍물장 새봄맞이 신명굿,Pungmuljang New Spring Shinmyeong-gut,춘천뒤뚜루농악보존회,Chuncheon Duturu Nongak Preservation Society,춘천뒤뚜루농악보존회,Chuncheon Duturu Nongak Preservation Society,강원도 춘천시청+춘천문화재단+(사)춘천풍물시장위원회,Gangwon-do Chuncheon City Hall + Chuncheon Cultural Foundation + Chuncheon Pungmul Market Committee,,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=7545,행사+축제,강원도 춘천시 영서로 2352-21 풍물시장,강원도 춘천시 온의동 29-3 풍물시장,37.867938,127.716982,2023-01-12,4180000,강원도 춘천시,"Chuncheon-si, Gangwon-do","Pungmul Market, 2352-21 Yeongseo-ro, Chuncheon-si, Gangwon-do","Pungmul Market, 29-3, Onui-dong, Chuncheon-si, Gangwon-do"
춘천전쟁과 일상 국제문학포럼 2020 -한국전쟁 후-,Chuncheon War and Daily Life International Literary Forum 2020 -After the Korean War-,강원대학교 글로벌경영관 AMP강의실 103호,Kangwon National University Global Management Building AMP Lecture Room 103,2020-02-05,2020-02-05,강연 및 토론,lectures and discussions,춘천 전쟁과 일상 국제문학포럼 운영위원회+분단문학,Chuncheon War and Daily Life International Literary Forum Steering Committee + Division Literature,강원문화연구소 중점연구소사업단+강원대학교 지역사회연구,Gangwon Cultural Research Institute Key Research Center Project Group + Gangwon National University Community Research,강원대학교,Kangwon National University,033-245-6603,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=7531,행사+축제,강원도 춘천시 강원대학길 1,강원도 춘천시 효자동 192-1,37.86802431,127.7483874,2023-01-12,4180000,강원도 춘천시,"Chuncheon-si, Gangwon-do","1 Gangwondaehak-gil, Chuncheon-si, Gangwon-do","192-1 Hyoja-dong, Chuncheon-si, Gangwon-do"
이계통간異系統間 배요한 박예지 2인전,Two-person exhibition between Bae Yo-han and Park Ye-ji,개나리미술관,Forsythia Art Museum,2022-08-02,2022-08-14,배요한x박예지 이계통간(異系統間),Yohan Bae x Yeji Park,개나리미술관,Forsythia Art Museum,개나리미술관,Forsythia Art Museum,춘천문화재단,Chuncheon Cultural Foundation,070-8095-3899,https://www.cccf.or.kr/Home/H40000/H40400/boardList?cate_id=&search_type=1&search_keyword=EC9DB4EAB384ED86B5EAB08428E795B0E7B3BBE7B5B1E9969329+3A+EBB0B0EC9A94ED959C+EBB095EC9888ECA780+2EC9DB8ECA084,전시관람,강원도 춘천시 동내면거두택지길44번길7-19,강원도 춘천시 동내면 거두리 1123-6,37.854519,127.758213,2023-01-12,4180000,강원도 춘천시,"Chuncheon-si, Gangwon-do","7-19, Geodutaekji-gil 44beon-gil, Dongnae-myeon, Chuncheon-si, Gangwon-do","1123-6 Geo-ri, Dongnae-myeon, Chuncheon-si, Gangwon-do"
춘천인형극박물관 재개관 전시 인형의 기술,Reopening of Chuncheon Puppet Museum Exhibition The Art of Puppet,춘천인형극박물관,Chuncheon Puppet Museum,2020-10-15,2020-12-31,인형의 기술,the art of puppetry,(재) 춘천인형극제+(사) 유니마코리아,(Foundation) Chuncheon Puppet Festival + (Company) Unima Korea,(재) 춘천인형극제+(사)유니마코리아,(Foundation) Chuncheon Puppet Festival + Unima Korea,,#VALUE!,033-242-8452,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=7591&search_type=1&search_keyword=ECB698ECB29CEC9DB8ED9895EAB7B9EBB095EBACBCEAB480+EC9EACEAB09CEAB480+ECA084EC8B9C+E3808AEC9DB8ED9895EC9D98+EAB8B0EC88A0E3808B,전시관람,강원도 춘천시 영서로 3017,강원도 춘천시 사농동 277-3 춘천인형극장,37.92101625,127.720178,2023-01-12,4180000,강원도 춘천시,"Chuncheon-si, Gangwon-do","3017 Yeongseo-ro, Chuncheon-si, Gangwon-do","Chuncheon Puppet Theater, 277-3, Sanong-dong, Chuncheon-si, Gangwon-do"
제4회 新송도해변축제,4th New Songdo Beach Festival,송도 달빛공원 일원,Songdo Moonlight Park area,2023-07-29,2023-08-06,물놀이 및 인공해변 체험 축제,Water play and artificial beach experience festival,연수문화재단,Yeonsu Cultural Foundation,인천광역시 연수구청,Incheon Metropolitan City Yeonsu-gu Office,,#VALUE!,032-749-7332,,,,인천광역시 연수구 송도동 1,37.39543995,126.6593123,2023-12-01,3520000,인천광역시 연수구,"Yeonsu-gu, Incheon Metropolitan City",#VALUE!,"1 Songdo-dong, Yeonsu-gu, Incheon"
최정숙 개인전 호모 하모니쿠스 Homo Harmonicus,Jeongsook Choi's solo exhibition Homo Harmonicus,춘천미술관,Chuncheon Art Museum,2020-07-31,2020-08-06,최정숙 개인전 호모 하모니쿠스 Homo Harmonicus,Jeongsook Choi's solo exhibition Homo Harmonicus,최정숙,Jeongsuk Choi,최정숙,Jeongsuk Choi,,#VALUE!,,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=7582&search_type=1&search_keyword=ECB59CECA095EC8899+EAB09CEC9DB8ECA084+ED98B8EBAAA8+ED9598EBAAA8EB8B88ECBFA0EC8AA4+Homo+Harmonicus,전시관람,강원도 춘천시 서부대성로 71,강원도 춘천시 옥천동 73-2 춘천예술마당,37.88237413,127.7313736,2023-01-12,4180000,강원도 춘천시,"Chuncheon-si, Gangwon-do","71 Seobudaeseong-ro, Chuncheon-si, Gangwon-do","Chuncheon Arts Center, 73-2 Okcheon-dong, Chuncheon-si, Gangwon-do"
2020 서현종 개인전 - 청.춘.천 展,"2020 Seo Hyun-jong Solo Exhibition - Youth, Spring, Heaven",복합문화공간 5Note,Complex cultural space 5Note,2020-06-12,2020-06-28,춘천이 가지고 온 풍경들과 그 속에서 자라온 우리들의 지나온 푸른색의 추억들을 아크릴화로 표현한 전시,An exhibition that expresses the scenery brought by Chuncheon and the blue memories of those of us who grew up in it with acrylic paintings.,서현종,Seo Hyun-jong,서현종,Seo Hyun-jong,,#VALUE!,,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=7558,전시관람,강원도 춘천시 스포츠타운길 347-9,강원도 춘천시 삼천동 200-2,37.872615,127.696757,2023-01-12,4180000,강원도 춘천시,"Chuncheon-si, Gangwon-do","347-9 Sports Town-gil, Chuncheon-si, Gangwon-do","200-2 Samcheon-dong, Chuncheon-si, Gangwon-do"
2020 강원문화재단 원로예술인 공연 생일 - The Dark,2020 Gangwon Cultural Foundation Senior Artist Performance Birthday - The Dark,춘천 소극장 Zone,Chuncheon Small Theater Zone,2020-08-03,2020-08-09,강원도 대표 연극인 김경태 원로예술인의 대표작 생일 - The Dark,"The representative work of senior artist Kim Kyung-tae, Gangwon-do's representative theater artist, Birthday - The Dark",강원문화재단,Gangwon Cultural Foundation,강원문화재단,Gangwon Cultural Foundation,,#VALUE!,033-240-1347,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=7578&search_type=1&search_keyword=2020+EAB095EC9B90EBACB8ED9994EC9EACEB8BA8+EC9B90EBA19CEC9888EC88A0EC9DB8,공연관람,강원도 춘천시 세실로 267 (후평동),강원도 춘천시 후평동 90-1번지,37.880636,127.754584,2023-01-12,4180000,강원도 춘천시,"Chuncheon-si, Gangwon-do","267 Cecil-ro, Chuncheon-si, Gangwon-do (Hupyeong-dong)","90-1 Hupyeong-dong, Chuncheon-si, Gangwon-do"
춘천뿌리展_The Exhibition of Roots,Chuncheon Roots_The Exhibition of Roots,춘천미술관 전관,Entire Chuncheon Museum of Art,2022-09-30,2022-10-06,춘천뿌리展_The Exhibition of Roots,Chuncheon Roots_The Exhibition of Roots,춘천뿌리전,Chuncheon Root Pancake,춘천뿌리전,Chuncheon Root Pancake,,#VALUE!,033-241-1856,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10842&search_type=1&search_keyword=ECB698ECB29CEBBF8CEBA6ACE5B195_The+Exhibition+of+Roots,전시관람,강원도 춘천시 서부대성로 71(옥천동),강원도 춘천시 옥천동 73-2 춘천예술마당,37.88237413,127.7313736,2023-01-12,4180000,강원도 춘천시,"Chuncheon-si, Gangwon-do","71 Seobudaeseong-ro, Chuncheon-si, Gangwon-do (Okcheon-dong)","Chuncheon Arts Center, 73-2 Okcheon-dong, Chuncheon-si, Gangwon-do"
춘천선열의 얼과 소통하다 한중수교 30주년기념 국제 초청 서예전 강원서예협회 정기전,Communicating with the soul of Chuncheon Seon-yeol International invitational calligraphy exhibition commemorating the 30th anniversary of the establishment of diplomatic relations between Korea and China Regular exhibition of Gangwon Calligraphy Association,춘천문화원 의암전시실,Chuncheon Cultural Center Uiam Exhibition Room,2022-10-17,2022-10-20,춘천은 애국 충정의 도시로 애향 선열의 얼을 이어 담은 작품 전시. 서예가 정광옥 비롯하여 한국작가와 중국작가 43명 전시,"Chuncheon is a city of patriotism and loyalty, and an exhibition of works depicting the spirit of patriotic ancestors. Exhibition of 43 Korean and Chinese artists, including calligrapher Jeong Gwang-ok",(사)강원여성서예협회,Gangwon Women’s Calligraphy Association,(사)강원여성서예협회,Gangwon Women’s Calligraphy Association,춘천문화재단,Chuncheon Cultural Foundation,033-253-2992,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10833&search_type=1&search_keyword=ECB698ECB29CEC84A0EC97B4EC9D98+EC96BCEAB3BC+EC868CED86B5ED9598EB8BA4+2FED959CECA491EC8898EAB590+30ECA3BCEB8584EAB8B0EB8590+EAB5ADECA09C+ECB488ECB2AD+EC84,전시관람,강원도 춘천시 퇴계농공로 40(퇴계동),강원도 춘천시 퇴계동 1020-2 춘천시평생학습관,37.849556,127.7436554,2023-01-12,4180000,강원도 춘천시,"Chuncheon-si, Gangwon-do","40 Toegye Nonggong-ro, Chuncheon-si, Gangwon-do (Toegye-dong)","Chuncheon City Lifelong Learning Center, 1020-2 Toegye-dong, Chuncheon-si, Gangwon-do"
2022 마임 아카데미 움직임 창작자를 위한 워크숍 비행飛行,2022 Mime Academy Flight Workshop for Movement Creators,무하 공연예술연습실,Mucha performing arts practice room,2022-11-07,2022-11-21,"자신의 상태,창작물의 완성도를 한 단계 확신에 가까운 상태로 이끌 수 있는 계기를 만들기 위한 시간",Time to create an opportunity to bring one level closer to certainty about one's own status and the completeness of one's creations.,(사)춘천마임축제,Chuncheon Mime Festival,강원도청+강원도 춘천시청,Gangwon Provincial Office + Gangwon-do Chuncheon City Hall,,#VALUE!,033-244-7556,https://www.cccf.or.kr/Home/H40000/H40400/boardList?cate_id=&search_type=1&search_keyword=2022+EBA788EC9E84+EC9584ECB9B4EB8DB0EBAFB8+EC9B80ECA781EC9E84+ECB0BDEC9E91EC9E90EBA5BC+EC9C84ED959C+EC9B8CED81ACEC888D+EBB984ED968928E9A39BE8A18C29,전시관람,강원도 춘천시 행촌로 35(퇴계동),강원도 춘천시 퇴계동 890-4,37.85984082,127.724394,2023-01-12,4180000,강원도 춘천시,"Chuncheon-si, Gangwon-do","35 Haengchon-ro, Chuncheon-si, Gangwon-do (Toegye-dong)","890-4 Toegye-dong, Chuncheon-si, Gangwon-do"
제로섬씽,Zero sum thing,춘천문화예술회관 전시장,Chuncheon Culture and Arts Center Exhibition Hall,2022-09-29,2022-10-10,강원도를 터전으로 하는 작가 76인과 함께하는 에코아트페어 제로섬씽은 쓸모없는 아름다움’을 주제로 하고 있습니다,"Zero Sum Thing, an eco-art fair featuring 76 artists based in Gangwon-do, is themed ‘Useless Beauty’.",강원행복시대,Gangwon Happiness Era,강원도민일보,Gangwon Domin Ilbo,강원도민일보사+강원도 춘천시청,Gangwon-do Min Ilbo + Gangwon-do Chuncheon City Hall,,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10831&search_type=1&search_keyword=ECA09CEBA19CEC84ACEC94BD,전시관람,강원도 춘천시 효자상길5번길 13(효자동),강원도 춘천시 효자동 산40-12 춘천문화예술회관,37.87261579,127.7293405,2023-01-12,4180000,강원도 춘천시,"Chuncheon-si, Gangwon-do","13, Hyojasang-gil 5beon-gil, Chuncheon-si, Gangwon-do (Hyoja-dong)","Chuncheon Culture and Arts Center, San 40-12, Hyoja-dong, Chuncheon-si, Gangwon-do"
마스터클래스 23회차 영혼의 기타리스트 이근형 vs 괴물연주자 베이시스트 장태웅,Master Class 23rd Soul Guitarist Lee Geun-hyung vs. Monster Player Bassist Jang Tae-woong,강원음악창작소 1층 아니마떼끄,Gangwon Music Studio 1st floor Animatheque,2022-09-24,2022-09-24,"일렉트릭 기타의 모든것에 대한 토론, 베이시스트의 다양한 테크닉과 앙상블의 이해","Discussion of everything about electric guitar, understanding of bassist's various techniques and ensembles",주관강원 음악 창작소,Hosted by Gangwon Music Creation Center,문화체육관광부+한국콘텐츠진흥원+춘천시+강원정보문화진흥원,"Ministry of Culture, Sports and Tourism + Korea Creative Content Agency + Chuncheon City + Gangwon Information and Culture Agency",문화체육관광부+한국콘텐츠진흥원+강원도 춘천시청+강원정보문화진흥원,"Ministry of Culture, Sports and Tourism + Korea Creative Content Agency + Chuncheon City Hall, Gangwon-do + Gangwon Information and Culture Agency",033-245-6321,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10730&search_type=1&search_keyword=EBA788EC8AA4ED84B0ED81B4EB9E98,특강+강좌,강원도 춘천시 서면 박사로 854,강원도 춘천시 서면 현암리 367-3 강원정보문화진흥원,37.89302024,127.6919244,2023-01-12,4180000,강원도 춘천시,"Chuncheon-si, Gangwon-do","854, Seomyeon Baksa-ro, Chuncheon-si, Gangwon-do","Gangwon Information and Culture Promotion Agency, 367-3 Hyeonam-ri, Seomyeon, Chuncheon-si, Gangwon-do"
김홍열 사진전_Moment,Kim Hong-yeol Photo Exhibition_Moment,춘천미술관 1F,Chuncheon Art Museum 1F,2022-09-23,2022-09-28,김흥열 사진전,Kim Heung-yeol Photo Exhibition,김홍열,Hongyeol Kim,김홍열,Hongyeol Kim,,#VALUE!,033-241-1856,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10822&search_type=1&search_keyword=EAB980ED998DEC97B4+EC82ACECA784ECA084_Moment,전시관람,강원도 춘천시 서부대성로 71(옥천동),강원도 춘천시 옥천동 73-2 춘천예술마당,37.88237413,127.7313736,2023-01-12,4180000,강원도 춘천시,"Chuncheon-si, Gangwon-do","71 Seobudaeseong-ro, Chuncheon-si, Gangwon-do (Okcheon-dong)","Chuncheon Arts Center, 73-2 Okcheon-dong, Chuncheon-si, Gangwon-do"
老雲 安淙重 篆刻展노운 안종중 전각전_안종중 개인전,Noun Ahn Jong-jung's engraving exhibition by An Jong-jung_Ahn Jong-jung's solo exhibition,춘천미술관 2F,Chuncheon Art Museum 2F,2022-09-16,2022-09-28,시백 안종중 선생의 전각예술세계를 볼 수 있는 전시,An exhibition where you can see the world of Seal engraving art by Master Ahn Jong-jung.,안종중,Ahn Jong-jung,안종중,Ahn Jong-jung,,#VALUE!,033-241-1856,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10804&page=1,전시관람,강원도 춘천시 서부대성로 71(옥천동),강원도 춘천시 옥천동 73-2 춘천예술마당,37.88237413,127.7313736,2023-01-12,4180000,강원도 춘천시,"Chuncheon-si, Gangwon-do","71 Seobudaeseong-ro, Chuncheon-si, Gangwon-do (Okcheon-dong)","Chuncheon Arts Center, 73-2 Okcheon-dong, Chuncheon-si, Gangwon-do"
소小 소素 소笑_김현숙 개인전,Small Small Small Small Small_Kim Hyun-sook Solo Exhibition,춘천미술관 1F,Chuncheon Art Museum 1F,2022-09-16,2022-09-21,삶은 기억의 총합이며 색을 입힌 파트이다. 그러므로 사소한 것도 나에게는 이유 이자 힘이다.,"Life is the sum of memories and colored parts. Therefore, even small things are reason and strength to me.",김현숙,Hyunsook Kim,김현숙,Hyunsook Kim,,#VALUE!,033-241-1856,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10803&page=5,전시관람,강원도 춘천시 서부대성로 71(옥천동),강원도 춘천시 옥천동 73-2 춘천예술마당,37.88237413,127.7313736,2023-01-12,4180000,강원도 춘천시,"Chuncheon-si, Gangwon-do","71 Seobudaeseong-ro, Chuncheon-si, Gangwon-do (Okcheon-dong)","Chuncheon Arts Center, 73-2 Okcheon-dong, Chuncheon-si, Gangwon-do"
